text,emotion
thank you you should know that i am both happy and sad all at the same time to know that youve got quotthe right stuffquot,Sadness
i want to wish all the mommys a happy mothers day,Normal
cannot wait to get all dolled up and go out tonight,Happy
aww you poor dear but it was awesome you came out to race,Anxiety
took the dog to the offleash park today he overheated then ran and laid in the only mud puddle there and splashed around was amusing,Happy
hey oprah just watched the show with hugh jackman i love him too he is so sexy,Happy
thelma amp louise good movie,Happy
watching fireworks off the bay bridge,Happy
on my way,Normal
hello hello hello what u up to tonight,Normal
cant wait to see those pics,Anxiety
hi ms fussy waves,Normal
i dont want to be a complete hypocrite i attended an rrated event while i was there the timing was just ironic,Normal
you and are both baitersss hope tonight is fun,Happy
congratulations mr jayel and mrs maricar chu wish you all the best in the world,Happy
i will take a pic for you,Normal
is he on twitter i know he is into photography runs also popular photography blog too,Normal
hot wings cafe with willyum mild spicy bbq curly fries delicious,Sadness
night honeysee ya tomorrow,Happy
haha thats always a good jam,Anxiety
well gracias haha and why is that the plays,Normal
oh jordan im ready for the next contest baby cant wait kisses from brazil i love you,Happy
aww i hope it does fly by because jt episodes are usually really good and its early but so far this ep hassnt disappointed,Happy
its kind of like your birthday is days long,Happy
ps are you a doctor or swine flu paranoid,Anxiety
she should keep her crown and shut her mouth then shell know what nonjudgmental means,Angry
happy mothers day to all mothers,Happy
home with maddie im tired goin to bed afterwards,Anxiety
just like to clarify that i am a unable to acc review vibrators as have not testrun any not an invitaiton for freebies,Anxiety
movie then sleep today was good day hdff,Normal
watching baby mamaagain and eating pineapple orange raspberry sherbert,Normal
swiped the last package of fruit snacks hell yeah finished catch what shall i read next im such a nerd,Normal
i can only promise about or so,Sadness
thanks for the followfriday promo,Happy
is fixin to clean the house for my mom for mothers day,Happy
thanks let me know which print from my gallery you would like and we can work the details out,Happy
happy mothers dayyy all mothers especially mine,Happy
that was not venessa that was me,Normal
thats so nice to hear i love you youre my best friend and my sister hug u,Happy
goodnight ps thanks for jailbreaking my ipod stacie lt,Happy
finished dinner apple bees off to freds in pb for drinks,Anxiety
i know but you messed up silly,Angry
thanxx for following me,Normal
making my mom a mothers day card,Happy
james and i battle over everything too its kind of a lovehate relationship,Sadness
animas calls it combo sometimes it works pizza sometimes not what pump do you use again,Sadness
i love my big brother very much,Happy
yay i see a damn its about to be on,Happy
although wolverine wasnt a great movie i dont think it was as bad as everyone is sayingamp at least taylor kitsch was in it,Normal
i hope the youngins enjoyed your wisdom,Normal
thanksmine wasnt too bad made a card for my mom had a nice nap finished some work wrote bills i have a surprise for you,Happy
nothing like quotrocknrollaquot which is another good film with rock in the title,Happy
im really happyand drunk but really happy,Happy
the creeping charlie is what happens when i neglect the yard for the whole spring thanks amp would love to see yr dogs,Normal
well going to sleep peoples night all twitterers loves ya welcome home,Happy
just got home from a wonderful day with my family i had so much fun today,Happy
good morning am plans for the day nope nothing interesting,Normal
lol poor cubbies brewers on a roll my rangers lost but my leafs won,Happy
nice to meet you mike video producer cf miami,Anxiety
dont try too hard youll draw a blank,Normal
my dad knows i got drunk today and i didnt get in trouble,Normal
seen u a couple of times liked it,Happy
itll be worth the wait im busting a gut here,Normal
gahh my freaking lip ring is going to be the death of me it never cooraperates with me and im over it now jack haha,Happy
good grief i cant say much i was driving home from martin through ike last fall be interesting to hear what he says,Normal
these are my family girls love u guys smiles,Happy
ugh im so tired and i hardly did anything but play with my niece im goin to bed goodnight eveyone lt,Normal
you are so welcome keep em coming,Sadness
hey kelvin my days been fantastic so far were getting ready for a family mothers day function shortly,Anxiety
eeeeeeeeeee it came,Normal
will have to wait on the recipe at simply recipes sorries,Sadness
oh and i know brody and erin,Anxiety
happy mothers day ekin sayang mak,Happy
they do lilash im guessing right oh and what camera are you using that is insane quality,Normal
im having a bev by myself too sometimes you just have those kind of days and you need to relax,Sadness
talking to my babe hes amazing,Happy
fuzzball is more fun than mothers day,Happy
oh tonight looking forward to it,Normal
back home feels great sitting in front of moi desks lcd,Normal
just got back from skating hanging with james,Normal
chatting with some of my old classmates hellyeah fun but we have some of very weird conversation haha hello bbm lo error ya,Happy
i am doing fantastic jjj you doing your questions already teachers pet,Happy
im with u on the internet surfing part lol but were drinking,Happy
the definition of true beauty,Happy
ahhh haha thanks for clarifying,Happy
all the best for art attack thanks d follow,Normal
night so cute that k loves frogs,Happy
just got a bunch of presents in the mail from my mama so excited to open them on my birthday more days,Happy
thank you one day at a time right,Happy
just got back from cheescake factory boy oh boy are my guts stuffed,Happy
ooh i love sweet potato fries we should definitely go,Happy
happy mothers day i lovee you mami,Happy
oh yeah happy mothers day to every mom out there and to my friends moms,Happy
i love chocolate must be pms,Happy
just met sarah kelly wow she is an amazing woman of god and she gave me a free tshirt gotta love free merch,Happy
signing off to spend time with my hubby goodnight day tweeple have a very happy mothers day,Happy
proms over at dennys now with katie and kellylt,Normal
very content with my life at the moment,Happy
a little happy for the wine jeje ok itsm my free time so who cares jaja i love this day,Happy
glad you like,Happy
it is mothers day somewhere,Normal
you are spot oni wouldnt tweet without it thanks for your share tonight,Happy
okayy mail me thenn lol im hyperrr too much candy ampamp jello x,Happy
yes i love manchester orchestraand sigur ross all the other bands ive never heard of but ill give them a listen thanks,Happy
hi dale your welcome man hope ur weekend is going well i think i would enjoy your desert paradise fun fun fun,Happy
okay im happy again i watched the second episode of jonas on youtube i think tomorrow my family is going to olive garden for mothers day,Normal
the end when they sing this is me and when they sing play my music,Normal
lovin your performance on snl tonight so damn funny,Happy
